card_id	german	target_gloss	status	matched_form	expected_pos	example_german	example_english	tatoeba_attribution
x10525	streng genommen	strictly speaking	sourced	streng	VERB	Streng genommen sind Tomaten Obst.	Strictly speaking, tomatoes are a fruit.	CC-BY 2.0 (France) Attribution: tatoeba.org #10211281 (shekitten) & #10212192 (Pfirsichbaeumchen)
x10526	ausschließlich	exclusively	sourced	ausschliesslich	ADJ,ADV	Das Privileg steht ausschließlich Frauen zu.	The privilege is reserved exclusively for women.	CC-BY 2.0 (France) Attribution: tatoeba.org #44664 (CM) & #1905227 (Tamy)
x10527	lediglich	merely	sourced	lediglich	ADV	Ich glaube, es ist lediglich ein Zufall.	I think it is a mere coincidence.	CC-BY 2.0 (France) Attribution: tatoeba.org #42234 (CK) & #561074 (al_ex_an_der)
x10528	vorwiegend	predominantly	sourced	vorwiegend	ADV,VERB	Wovon ernährt sich ein Panda vorwiegend?	What is the primary diet of a panda?	CC-BY 2.0 (France) Attribution: tatoeba.org #12901871 (CK) & #12907849 (Waldelfe)
x10529	mitunter	at times	sourced	mitunter	ADV	Der Alltag kann mitunter etwas eintönig werden.	Everyday life can get a bit monotonous at times.	CC-BY 2.0 (France) Attribution: tatoeba.org #4422242 (patgfisher) & #4422243 (al_ex_an_der)
x10530	durchaus	certainly / quite	sourced	durchaus	ADV	Ich hielt es für durchaus möglich, dass Sie nicht hier wären.	I thought there was a chance that you wouldn’t be here.	CC-BY 2.0 (France) Attribution: tatoeba.org #10669788 (CK) & #12742278 (Waldelfe)
x10531	wohlgemerkt	mind you	unsourced		ADV			
x10532	zweifellos	undoubtedly	sourced	zweifellos	ADJ,ADV	Es ist zweifellos das Bessere von beiden.	It’s undoubtedly the better of the two.	CC-BY 2.0 (France) Attribution: tatoeba.org #10982512 (sundown) & #1794481 (Tamy)
x10533	mutmaßlich	presumably	unsourced		ADJ,ADV			
x10534	angeblich	allegedly	sourced	angeblich	ADJ,ADV	Sie hat ihn angeblich umgebracht.	She allegedly killed him.	CC-BY 2.0 (France) Attribution: tatoeba.org #886941 (CK) & #1562742 (Pfirsichbaeumchen)
x10535	erwiesenermaßen	demonstrably	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10536	in erster Linie	primarily	sourced	erster	ADJ,ADV,NUM,PRON,VERB	Dieses Wörterbuch ist in erster Linie für Schüler in der Oberstufe gedacht.	This dictionary is primarily intended for high school students.	CC-BY 2.0 (France) Attribution: tatoeba.org #58832 (CM) & #2861946 (Tamy)
x10537	in diesem Zusammenhang	in this context	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10538	vor diesem Hintergrund	against this background	sourced	hintergrund	ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB	Wir müssen das Problem vor dem Hintergrund kultureller Unterschiede betrachten.	We have to consider the problem in the light of cultural differences.	CC-BY 2.0 (France) Attribution: tatoeba.org #320032 (CM) & #3973196 (Pfirsichbaeumchen)
x10539	unterdessen	meanwhile	unsourced		ADV			
x10540	indes	however / meanwhile	unsourced		ADV,CCONJ			
x10541	gleichwohl	nevertheless	unsourced		ADV,CCONJ			
x10542	nichtsdestotrotz	nevertheless	sourced	nichtsdestotrotz	ADV	Nichtsdestotrotz werde ich nicht aufgeben.	Nevertheless, I won’t give up.	CC-BY 2.0 (France) Attribution: tatoeba.org #11690915 (sundown) & #10039720 (Yorwba)
x10543	zumal	especially since	unsourced		ADV,CCONJ			
x10544	wenngleich	although	sourced	wenngleich	CCONJ	Wenngleich es sich um eine sehr schwierige Aufgabe handelt, werde ich mein Bestes geben.	Although it is a very difficult task, I will do my best.	CC-BY 2.0 (France) Attribution: tatoeba.org #41139 (CK) & #4117424 (Pfirsichbaeumchen)
x10545	ungeachtet	regardless of	sourced	ungeachtet	ADP,CCONJ	Er spricht aus, was er denkt – ungeachtet der Gefühle anderer.	He says what he thinks regardless of other people’s feelings.	CC-BY 2.0 (France) Attribution: tatoeba.org #301080 (CK) & #2684806 (Pfirsichbaeumchen)
x10546	infolge	as a result of	sourced	infolge	ADP	Japan hat infolge der Industrialisierung einen drastischen Wandel durchlaufen.	Japan has undergone a drastic change as a result of industrialization.	CC-BY 2.0 (France) Attribution: tatoeba.org #281529 (CK) & #3167410 (a_coder)
x10547	kraft	by virtue of	unsourced		ADP			
x10548	mangels	for lack of	sourced	mangels	ADP	Toms Bibellesegruppe löste sich nach einigen Monaten mangels Interesses in Wohlgefallen auf.	Tom’s Bible reading group petered out after a few months through lack of interest.	CC-BY 2.0 (France) Attribution: tatoeba.org #3681175 (patgfisher) & #3681646 (Pfirsichbaeumchen)
x10549	zwecks	for the purpose of	sourced	zwecks	ADP	Ich bin zwecks eines Musikstudiums in dieses Land gekommen.	I came to this country for the purpose of studying music.	CC-BY 2.0 (France) Attribution: tatoeba.org #25399 (CK) & #1708967 (Pfirsichbaeumchen)
x10550	seitens	on the part of	unsourced		ADP			
x10551	anlässlich	on the occasion of	unsourced		ADP			
x10552	in Anbetracht	in consideration of	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10553	unter Einbeziehung	including / with inclusion of	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10554	in Abhängigkeit von	depending on	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10555	im Hinblick auf	with regard to	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10556	in Bezug auf	with reference to	sourced	bezug	ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB	Im Moment können wir nichts in Bezug auf dieses Problem unternehmen.	We can’t do anything about that problem at this time.	CC-BY 2.0 (France) Attribution: tatoeba.org #1893921 (CK) & #1893956 (Pfirsichbaeumchen)
x10557	zur Folge haben	to result in	unsourced		AUX,VERB			
x10558	in Betracht ziehen	to consider	sourced	betracht	AUX,VERB	Das ist eine Möglichkeit, die wir in Betracht ziehen müssen.	That’s a possibility that we’ll need to consider.	CC-BY 2.0 (France) Attribution: tatoeba.org #10954057 (CK) & #12387687 (Pfirsichbaeumchen)
x10559	zur Verfügung stehen	to be available	sourced	stehen	AUX,VERB	Teilen Sie uns bitte mit, wenn Sie zum neuen Termin nicht zur Verfügung stehen.	If you will not be available at the new time, please let us know.	CC-BY 2.0 (France) Attribution: tatoeba.org #58349 (CM) & #2802035 (Tamy)
x10560	zur Verfügung stellen	to provide	sourced	stellten	AUX,VERB	Wir stellten Nahrungsmittel und Kleidung für sie zur Verfügung.	We provided food and clothes for them.	CC-BY 2.0 (France) Attribution: tatoeba.org #263227 (CK) & #766595 (dima555)
x10561	in Anspruch nehmen	to make use of	unsourced		AUX,VERB			
x10562	in Frage stellen	to call into question	sourced	stellen	AUX,VERB	Wie kannst du es wagen, meinen Patriotismus in Frage zu stellen!	How dare you question my patriotism!	CC-BY 2.0 (France) Attribution: tatoeba.org #10748326 (CK) & #12567861 (Waldelfe)
x10563	zum Ausdruck bringen	to express	sourced	ausdruck	AUX,VERB	Ich bewundere Leute, die offen ihre Meinung zum Ausdruck bringen.	I admire people who express their opinions frankly.	CC-BY 2.0 (France) Attribution: tatoeba.org #1347327 (CK) & #12249609 (Pfirsichbaeumchen)
x10564	Kenntnis nehmen	to take note	unsourced		AUX,VERB			
x10565	Stellung nehmen	to comment / take a position	unsourced		AUX,VERB			
x10566	nuancieren	to nuance	unsourced		AUX,VERB			
x10567	subsumieren	to subsume	unsourced		AUX,VERB			
x10568	deduzieren	to deduce	unsourced		AUX,VERB			
x10569	induzieren	to induce / infer	unsourced		AUX,VERB			
x10570	extrapolieren	to extrapolate	unsourced		AUX,VERB			
x10571	triangulieren	to triangulate	unsourced		AUX,VERB			
x10572	dekonstruieren	to deconstruct	unsourced		AUX,VERB			
x10573	rekonstruieren	to reconstruct	unsourced		AUX,VERB			
x10574	plausibilisieren	to establish plausibility	unsourced		AUX,VERB			
x10575	falsifizieren	to falsify	unsourced		AUX,VERB			
x10576	verifizieren	to verify	sourced	verifizieren	AUX,VERB	Mal sehen, ob wir das verifizieren können.	Let’s see if we can verify that.	CC-BY 2.0 (France) Attribution: tatoeba.org #11916776 (CK) & #11917001 (Naina)
x10577	hypostasieren	to reify / hypostatize	unsourced		AUX,VERB			
x10578	präjudizieren	to prejudice / pre-empt	unsourced		AUX,VERB			
x10579	konterkarieren	to thwart / counteract	unsourced		AUX,VERB			
x10580	unterminieren	to undermine	unsourced		AUX,VERB			
x10581	erodieren	to erode	unsourced		AUX,VERB			
x10582	konsolidieren	to consolidate	unsourced		AUX,VERB			
x10583	perpetuieren	to perpetuate	unsourced		AUX,VERB			
x10584	reproduzieren	to reproduce	unsourced		AUX,VERB			
x10585	revidieren	to revise	sourced	revidiert	AUX,VERB	Ich habe meine Theorie revidiert.	I revised my theory.	CC-BY 2.0 (France) Attribution: tatoeba.org #2404161 (CK) & #7494578 (raggione)
x10586	modifizieren	to modify	unsourced		AUX,VERB			
x10587	adaptieren	to adapt	sourced	adaptiert	AUX,VERB	Dieses Buch wurde für Kinder adaptiert.	This book is adapted for children.	CC-BY 2.0 (France) Attribution: tatoeba.org #56947 (CK) & #1081203 (stupiddog)
x10588	kalibrieren	to calibrate	sourced	kalibriert	AUX,VERB	Dieses Instrument muss kalibriert werden.	This instrument needs to be calibrated.	CC-BY 2.0 (France) Attribution: tatoeba.org #2880607 (Hybrid) & #8648405 (Melang)
x10589	justieren	to adjust	sourced	justieren	AUX,VERB	Lass mich das kurz justieren.	Let me quickly adjust that.	CC-BY 2.0 (France) Attribution: tatoeba.org #11642549 (sundown) & #10738588 (Yorwba)
x10590	mediieren	to mediate	unsourced		AUX,VERB			
x10591	moderieren	to moderate	unsourced		AUX,VERB			
x10592	antizipieren	to anticipate	unsourced		AUX,VERB			
x10593	reflektieren	to reflect	sourced	reflektiert	AUX,VERB	Der Mond scheint, weil er das Sonnenlicht reflektiert.	The moon shines because it reflects sunlight.	CC-BY 2.0 (France) Attribution: tatoeba.org #9435406 (sundown) & #3718895 (raggione)
x10594	rezipieren	to receive / engage with	unsourced		AUX,VERB			
x10595	diskreditieren	to discredit	unsourced		AUX,VERB			
x10596	delegitimieren	to delegitimize	unsourced		AUX,VERB			
x10597	marginalisieren	to marginalize	unsourced		AUX,VERB			
x10598	privilegieren	to privilege	unsourced		AUX,VERB			
x10599	instrumentalisieren	to instrumentalize	unsourced		AUX,VERB			
x10600	polarisieren	to polarize	unsourced		AUX,VERB			
x10601	differenzieren zwischen	to distinguish between	unsourced		AUX,VERB			
x10602	konzedieren	to concede	unsourced		AUX,VERB			
x10603	postulieren	to postulate	sourced	postulierte	AUX,VERB	Galileo postulierte, dass sich die Erde bewegt.	Galileo argued that the earth moves.	CC-BY 2.0 (France) Attribution: tatoeba.org #63505 (U2FS) & #1856111 (Tamy)
x10604	supponieren	to suppose	unsourced		AUX,VERB			
x10605	monieren	to criticize / object	unsourced		AUX,VERB			
x10606	insinuieren	to insinuate	unsourced		AUX,VERB			
x10607	entkräften	to rebut	sourced	entkräftete	AUX,VERB	Er entkräftete das Gerücht.	He denied the rumor.	CC-BY 2.0 (France) Attribution: tatoeba.org #293889 (CK) & #449675 (al_ex_an_der)
x10608	pointieren	to sharpen / phrase pointedly	unsourced		AUX,VERB			
x10609	verdichten	to condense	unsourced		AUX,VERB			
x10610	entflechten	to disentangle	unsourced		AUX,VERB			
x10611	chiffrieren	to encode	unsourced		AUX,VERB			
x10612	dechiffrieren	to decode	sourced	dechiffrieren	AUX,VERB	Kannst du die Nachricht dechiffrieren?	Can you decode the message?	CC-BY 2.0 (France) Attribution: tatoeba.org #2486783 (Opiejay888) & #3052596 (Pfirsichbaeumchen)
x10613	ambigu	ambiguous	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10614	nuanciert	nuanced	unsourced		ADJ,ADV,VERB			
x10615	trennscharf	clearly discriminating	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10616	stringent	rigorous / coherent	unsourced		ADJ,ADV			
x10617	schlüssig	conclusive / coherent	unsourced		ADJ,ADV			
x10618	stichhaltig	sound / convincing	unsourced		ADJ,ADV			
x10619	belastbar	robust / reliable	unsourced		ADJ,ADV			
x10620	widerstandsfähig	resilient	unsourced		ADJ,ADV			
x10621	kontingent	contingent	unsourced		ADJ,ADV			
x10622	konstitutiv	constitutive	unsourced		ADJ,ADV			
x10623	inhärent	inherent	unsourced		ADJ,ADV			
x10624	latent	latent	unsourced		ADJ,ADV			
x10625	manifest	manifest / evident	unsourced		ADJ,ADV			
x10626	prägnant	concise / striking	sourced	prägnanten	ADJ,ADV	Einen kurzen, prägnanten Bericht zu schreiben ist schwierig.	Writing a short, concise report is difficult.	CC-BY 2.0 (France) Attribution: tatoeba.org #8591185 (CK) & #8822859 (mramosch)
x10627	eloquent	eloquent	unsourced		ADJ,ADV			
x10628	lakonisch	laconic	unsourced		ADJ,ADV			
x10629	euphemistisch	euphemistic	unsourced		ADJ,ADV			
x10630	polemisch	polemical	unsourced		ADJ,ADV			
x10631	implizit	implicit	unsourced		ADJ,ADV			
x10632	explizit	explicit	unsourced		ADJ,ADV			
x10633	inferenziell	inferential	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10634	normativ	normative	unsourced		ADJ,ADV			
x10635	deskriptiv	descriptive	unsourced		ADJ,ADV			
x10636	präskriptiv	prescriptive	unsourced		ADJ,ADV			
x10637	heuristisch	heuristic	unsourced		ADJ,ADV			
x10638	paradigmatisch	paradigmatic	unsourced		ADJ,ADV			
x10639	prototypisch	prototypical	unsourced		ADJ,ADV			
x10640	idiosynkratisch	idiosyncratic	unsourced		ADJ,ADV			
x10641	unbeschadet	notwithstanding	unsourced		ADJ,ADV			
x10642	insofern als	insofar as	unsourced		ADV,CCONJ			
x10643	zumal da	especially since	unsourced		ADV,CCONJ			
x10644	geschweige denn	let alone	sourced	denn	CCONJ	Ich kann gar nicht gehen, geschweige denn rennen.	I can’t even walk, let alone run.	CC-BY 2.0 (France) Attribution: tatoeba.org #4873647 (AlanF_US) & #5304393 (Sudajaengi)
x10645	gleichsam	as it were	unsourced		ADV			
x10646	gewissermaßen	in a manner of speaking	sourced	gewissermassen	ADV	Wirklich ist jedes Kind gewissermaßen ein Genie, und jedes Genie gewissermaßen ein Kind.	In fact, every child is in a way a genius, and every genius is in a way a child.	CC-BY 2.0 (France) Attribution: tatoeba.org #10867703 (carlosalberto) & #3494585 (Pfirsichbaeumchen)
x10647	keineswegs zwangsläufig	by no means necessarily	unsourced		ADJ,ADV			
x10648	allenfalls	at most / if anything	unsourced		ADV			
x10649	schwerlich	hardly	sourced	schwerlich	ADV	Ein solcher Plan kann nur schwerlich Erfolg haben.	Such a plan can hardly succeed.	CC-BY 2.0 (France) Attribution: tatoeba.org #41398 (CM) & #1976400 (Tamy)
x10650	mitnichten	by no means	sourced	mitnichten	ADV	Wir sind mitnichten wohlhabend.	We’re certainly not affluent.	CC-BY 2.0 (France) Attribution: tatoeba.org #5734289 (CM) & #11778856 (Yorwba)
x10651	wohlweislich	deliberately / wisely	unsourced		ADV			
x10652	unweigerlich	inevitably	sourced	unweigerlich	ADJ,ADV	Er macht unweigerlich Fehler, wenn er englisch schreibt.	He cannot write English without making mistakes.	CC-BY 2.0 (France) Attribution: tatoeba.org #294028 (CK) & #2096978 (Pfirsichbaeumchen)
x10653	maßgeblich dafür	decisive for this	unsourced		ADJ,ADV			
x10654	unter Vorbehalt	subject to reservation	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10655	unter Maßgabe	subject to / in accordance with	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10656	vorbehaltlich	subject to	unsourced		ADJ,ADP,ADV			
x10657	ungeachtet dessen	notwithstanding that	unsourced		ADP,CCONJ			
x10658	in Ermangelung	in the absence of	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10659	im Zuge	in the course of	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10660	im Nachgang	in the aftermath / follow-up	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10661	in Ansehung	in consideration of	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10662	insofern bemerkenswert	noteworthy insofar as	unsourced		ADJ,ADV			
x10663	bei näherer Betrachtung	on closer inspection	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10664	auf den ersten Blick	at first glance	sourced	ersten	ADJ,ADV,NUM,PRON,VERB	Es war einfacher als es auf den ersten Blick aussah.	It was easier than it seemed at first glance.	CC-BY 2.0 (France) Attribution: tatoeba.org #8873649 (sundown) & #1325441 (al_ex_an_der)
x10665	bei aller Kritik	for all the criticism	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10666	unter Abwägung	after weighing	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10667	einer Lesart zufolge	according to one reading	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10668	im engeren Sinne	in the narrower sense	unsourced		ADJ,ADV			
x10669	im weiteren Sinne	in the broader sense	unsourced		ADJ,ADV			
x10670	mit Verlaub	with due respect	unsourced		ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,SCONJ,VERB			
x10671	wohl kaum	hardly likely	sourced	wohl	ADV	Das wird wohl kaum passieren.	That’s hardly likely to happen.	CC-BY 2.0 (France) Attribution: tatoeba.org #10954031 (sundown) & #917602 (Fingerhut)
x10672	durchaus denkbar	quite conceivable	unsourced		ADV			
x10673	nicht von der Hand zu weisen	not to be dismissed	unsourced		ADJ,ADV,VERB			
x10674	zu kurz greifen	to fall short / be reductive	unsourced		AUX,VERB			
x10675	etwas außer Acht lassen	to disregard something	unsourced		AUX,VERB			
x10676	etwas in Abrede stellen	to deny something	sourced	stelle	AUX,VERB	Ich stelle das, was du gesagt hast, gar nicht in Abrede.	I’m not disputing what you said.	CC-BY 2.0 (France) Attribution: tatoeba.org #11578306 (sundown) & #11581906 (Pfirsichbaeumchen)
x10677	etwas auf den Punkt bringen	to get to the point	sourced	punkt	AUX,VERB	Eine Illustration kann es auf den Punkt bringen.	An illustration may make the point clear.	CC-BY 2.0 (France) Attribution: tatoeba.org #27182 (jakov) & #931756 (jakov)
x10678	einen Vorbehalt geltend machen	to raise a reservation	unsourced		AUX,VERB			
x10723	schwerwiegend	serious / grave	sourced	schwerwiegenden	ADJ,ADV	Mir ist gerade klar geworden, dass wir einen schwerwiegenden Fehler gemacht haben.	I just realized we’ve made a serious mistake.	CC-BY 2.0 (France) Attribution: tatoeba.org #10083403 (CK) & #11940413 (Pfirsichbaeumchen)
x10934	beteiligen	to participate in something	sourced	beteiligen	VERB	Würdest du dich an dem Projekt beteiligen?	Would you take part in the project?	CC-BY 2.0 (France) Attribution: tatoeba.org #48551 (CK) & #6910964 (raggione)
